ICEBERG YEAR,ICEBERG NUMBER,"SIGHTING
DATE","SIGHTING
TIME","SIGHTING
LATITUDE","SIGHTING
LONGITUDE","SIGHTING
METHOD",SIZE,SHAPE,SOURCE
2018,20208,4/19/2018,1017,48.053,-52.525,R/V,MED,GEN,GTJZ
2018,20472,4/19/2018,1020,47.993,-51.855,R/V,SM,GEN,GTJZ
2018,20278,4/19/2018,1021,48.177,-52.737,R/V,MED,GEN,GTJZ
2018,20125,4/19/2018,1021,48.137,-52.700,R/V,SM,GEN,GTJZ
2018,20473,4/19/2018,1021,47.895,-52.255,R/V,SM,GEN,GTJZ
2018,20458,4/19/2018,1122,47.657,-48.282,VIS,GR,GEN,GTJZ
2018,20066,4/19/2018,1126,51.078,-55.015,R/V,LG,GEN,GPGR
2018,51,4/19/2018,1130,50.102,-54.782,R/V,MED,GEN,GPGR
2018,20106,4/19/2018,1130,51.000,-55.173,R/V,SM,GEN,GPGR
2018,20268,4/19/2018,1130,51.698,-52.627,R/V,MED,GEN,GPGR
2018,20281,4/19/2018,1130,52.035,-55.148,R/V,MED,GEN,GPGR
2018,20229,4/19/2018,1132,51.933,-54.108,R/V,SM,GEN,GPGR
2018,20475,4/19/2018,1204,47.327,-48.567,VIS,SM,DD,GTJZ
2018,20463,4/19/2018,1207,47.318,-48.490,VIS,SM,DD,GTJZ
2018,20462,4/19/2018,1213,47.322,-48.808,VIS,MED,DD,GTJZ
2018,20344,4/19/2018,1243,48.115,-49.870,R/V,GR,GEN,GTJZ
2018,20356,4/19/2018,1252,48.040,-50.092,R/V,BB,GEN,GTJZ
2018,20326,4/19/2018,1255,48.012,-50.200,VIS,MED,DD,GTJZ
2018,20462,4/19/2018,1320,47.342,-48.555,VIS,GEN,GEN,2001
2018,20476,4/19/2018,1326,47.342,-48.743,R/V,BB,GEN,GTJZ
2018,20477,4/19/2018,1709,46.883,-46.850,R/V,MED,NTB,2001
2018,20464,4/19/2018,1748,47.133,-47.400,RAD,GEN,GEN,2001
2018,20469,4/19/2018,1800,47.083,-47.393,VIS,GR,NTB,2001
2018,20458,4/19/2018,1846,47.650,-48.133,R/V,SM,NTB,2001
2018,20463,4/19/2018,1909,47.298,-48.362,VIS,SM,NTB,2001
2018,20475,4/19/2018,1910,47.340,-48.435,VIS,SM,NTB,2001
2018,20478,4/19/2018,1910,47.382,-48.485,VIS,SM,NTB,2001
2018,20476,4/19/2018,1911,47.425,-48.722,VIS,SM,NTB,2001
2018,20459,4/19/2018,1914,47.553,-48.727,VIS,SM,NTB,2001
2018,20275,4/19/2018,2050,48.110,-52.558,R/V,MED,GEN,GPGR
2018,20208,4/19/2018,2050,48.047,-52.535,R/V,MED,GEN,GPGR
2018,20473,4/19/2018,2050,47.930,-52.265,R/V,SM,GEN,GPGR
2018,20466,4/19/2018,2050,48.088,-52.355,R/V,MED,GEN,GPGR
2018,20301,4/20/2018,0956,50.703,-55.970,SAT-LOW,SM,NTB,SN1A
2018,20106,4/20/2018,0956,50.960,-55.228,SAT-LOW,SM,NTB,SN1A
2018,20150,4/20/2018,0956,51.613,-56.358,SAT-LOW,SM,NTB,SN1A
2018,20241,4/20/2018,0956,51.282,-57.015,SAT-LOW,SM,NTB,SN1A
2018,20152,4/20/2018,0956,51.168,-57.578,SAT-LOW,SM,NTB,SN1A
2018,20402,4/20/2018,0956,54.922,-54.872,SAT-LOW,SM,NTB,SN1A
2018,20426,4/20/2018,0956,54.820,-56.570,SAT-LOW,SM,NTB,SN1A
2018,20417,4/20/2018,0956,54.870,-56.437,SAT-LOW,SM,NTB,SN1A
2018,20425,4/20/2018,0956,54.893,-56.477,SAT-LOW,MED,NTB,SN1A
2018,20420,4/20/2018,0956,54.920,-56.443,SAT-LOW,SM,NTB,SN1A
2018,20398,4/20/2018,0956,55.018,-56.468,SAT-LOW,SM,NTB,SN1A
2018,20401,4/20/2018,0956,55.023,-56.573,SAT-LOW,SM,NTB,SN1A
2018,20208,4/20/2018,1030,47.998,-52.580,R/V,LG,GEN,GPGR
2018,20275,4/20/2018,1030,48.110,-52.553,R/V,MED,GEN,GPGR
2018,20278,4/20/2018,1030,48.132,-52.673,R/V,MED,GEN,GPGR
2018,20125,4/20/2018,1030,48.037,-52.785,R/V,MED,GEN,GPGR
2018,20252,4/20/2018,1030,48.328,-52.598,R/V,SM,GEN,GPGR
2018,20472,4/20/2018,1030,48.145,-51.785,R/V,SM,GEN,GPGR
2018,20221,4/20/2018,1030,48.327,-51.653,R/V,SM,GEN,GPGR
2018,20289,4/20/2018,1051,48.888,-52.375,R/V,SM,GEN,GPGR
2018,20061,4/20/2018,1051,49.027,-52.098,R/V,SM,GEN,GPGR
2018,20268,4/20/2018,1207,51.493,-52.687,R/V,MED,GEN,GPGR
2018,20058,4/20/2018,1207,50.968,-53.445,R/V,SM,GEN,GPGR
2018,20455,4/20/2018,1215,51.313,-53.638,R/V,MED,GEN,GPGR
2018,20271,4/20/2018,1228,50.712,-53.812,R/V,SM,GEN,GPGR
2018,20270,4/20/2018,1228,50.707,-53.723,R/V,SM,GEN,GPGR
2018,20263,4/20/2018,1228,50.335,-54.302,R/V,SM,GEN,GPGR
2018,20479,4/20/2018,1228,50.228,-53.930,R/V,SM,GEN,GPGR
2018,20480,4/20/2018,1228,50.362,-53.937,R/V,SM,GEN,GPGR
2018,20125,4/21/2018,0944,48.042,-52.853,R/V,MED,GEN,GTJZ
2018,20208,4/21/2018,0945,48.023,-52.742,R/V,LG,GEN,GTJZ
2018,20252,4/21/2018,0946,48.098,-52.520,R/V,SM,GEN,GTJZ
2018,20275,4/21/2018,0946,48.143,-52.527,R/V,MED,GEN,GTJZ
2018,20481,4/21/2018,0947,54.907,-53.673,SAT-HIGH,MED,GEN,SNL1
2018,20482,4/21/2018,0947,51.835,-53.085,SAT-HIGH,MED,GEN,SNL1
2018,20288,4/21/2018,0947,54.210,-52.810,SAT-HIGH,SM,GEN,SNL1
2018,20314,4/21/2018,0947,52.670,-52.967,SAT-HIGH,MED,GEN,SNL1
2018,20268,4/21/2018,0947,51.385,-52.898,SAT-HIGH,MED,GEN,SNL1
2018,20230,4/21/2018,0947,51.688,-55.018,SAT-HIGH,LG,GEN,SNL1
2018,20303,4/21/2018,0947,51.992,-55.500,SAT-HIGH,MED,GEN,SNL1
2018,20320,4/21/2018,0947,51.940,-55.495,SAT-HIGH,SM,GEN,SNL1
2018,20239,4/21/2018,0947,51.888,-55.627,SAT-HIGH,MED,GEN,SNL1
2018,20189,4/21/2018,0947,51.802,-55.628,SAT-HIGH,GEN,GEN,SNL1
2018,20185,4/21/2018,0947,51.702,-55.620,SAT-HIGH,MED,GEN,SNL1
2018,20281,4/21/2018,0947,51.645,-55.645,SAT-HIGH,MED,GEN,SNL1
2018,20282,4/21/2018,0947,52.120,-55.400,SAT-HIGH,MED,GEN,SNL1
2018,20452,4/21/2018,0947,52.548,-55.273,SAT-HIGH,SM,GEN,SNL1
2018,20486,4/21/2018,0948,51.052,-53.448,SAT-HIGH,SM,GEN,SN1B
2018,20485,4/21/2018,0948,51.040,-52.950,SAT-HIGH,SM,GEN,SN1B
2018,20229,4/21/2018,0948,51.397,-53.742,SAT-HIGH,SM,GEN,SN1B
2018,20455,4/21/2018,0948,51.222,-53.545,SAT-HIGH,SM,GEN,SN1B
2018,20483,4/21/2018,0948,51.317,-52.877,SAT-HIGH,SM,GEN,SN1B
2018,20484,4/21/2018,0948,51.288,-54.020,SAT-HIGH,SM,GEN,SN1B
2018,20466,4/21/2018,0956,48.082,-52.215,R/V,SM,GEN,GTJZ
2018,20336,4/21/2018,1000,48.252,-50.037,R/V,SM,GEN,GTJZ
2018,20221,4/21/2018,1001,48.458,-51.630,R/V,SM,GEN,GTJZ
2018,20461,4/21/2018,1009,47.765,-51.160,R/V,SM,GEN,GTJZ
2018,20475,4/21/2018,1057,47.453,-47.935,VIS,GR,DD,GTJZ
2018,20478,4/21/2018,1100,47.480,-48.103,VIS,SM,DD,GTJZ
2018,20458,4/21/2018,1106,47.533,-47.703,R/V,GR,GEN,GTJZ
2018,20459,4/21/2018,1106,47.645,-48.232,VIS,SM,DD,GTJZ
2018,20294,4/21/2018,1110,47.878,-48.078,VIS,GR,DOM,GTJZ
2018,20472,4/21/2018,1255,48.290,-51.535,R/V,SM,GEN,GTJZ
2018,20221,4/21/2018,1527,48.482,-51.582,R/V,SM,GEN,GTJZ
2018,20472,4/21/2018,1527,48.317,-51.530,R/V,SM,GEN,GTJZ
2018,20208,4/21/2018,1527,48.020,-52.738,R/V,LG,GEN,GTJZ
2018,20278,4/21/2018,1527,48.132,-52.507,R/V,MED,GEN,GTJZ
2018,20275,4/21/2018,1527,48.095,-52.498,R/V,SM,GEN,GTJZ
2018,20252,4/21/2018,1527,48.273,-52.467,R/V,SM,GEN,GTJZ
2018,20214,4/21/2018,1527,48.270,-52.128,R/V,SM,GEN,GTJZ
2018,20204,4/22/2018,0939,49.377,-53.587,SAT-HIGH,MED,GEN,SNL1
2018,20250,4/22/2018,0939,49.492,-53.707,SAT-HIGH,SM,GEN,SNL1
2018,20483,4/22/2018,0939,51.335,-53.097,SAT-HIGH,SM,GEN,SNL1
2018,20268,4/22/2018,0939,51.517,-52.998,SAT-HIGH,SM,GEN,SNL1
2018,20330,4/22/2018,0941,48.833,-52.943,SAT-HIGH,MED,GEN,SN1A
2018,20194,4/22/2018,0941,48.312,-53.028,SAT-HIGH,MED,GEN,SN1A
2018,20214,4/22/2018,0941,48.218,-52.053,SAT-HIGH,SM,GEN,SN1A
2018,20278,4/22/2018,0941,48.065,-52.370,SAT-HIGH,MED,GEN,SN1A
2018,20270,4/22/2018,0941,50.348,-53.458,SAT-HIGH,SM,GEN,SN1A
2018,20479,4/22/2018,0941,50.302,-53.380,SAT-HIGH,MED,GEN,SN1A
2018,20480,4/22/2018,0941,50.077,-53.877,SAT-LOW,GEN,GEN,SN1A
2018,20471,4/22/2018,0941,49.870,-52.842,SAT-HIGH,MED,GEN,SN1A
2018,20487,4/22/2018,0941,49.887,-52.838,SAT-LOW,GEN,GEN,SN1A
2018,20458,4/22/2018,1355,47.465,-47.055,R/V,GR,GEN,GTJZ
2018,20352,4/22/2018,1355,47.628,-47.183,R/V,SM,GEN,GTJZ
2018,20356,4/22/2018,1355,48.142,-49.407,R/V,SM,GEN,GTJZ
2018,20221,4/22/2018,1355,48.502,-51.485,R/V,GR,GEN,GTJZ
2018,20252,4/22/2018,1355,48.195,-52.390,R/V,SM,GEN,GTJZ
2018,20278,4/22/2018,1355,48.063,-52.402,R/V,MED,GEN,GTJZ
2018,20125,4/22/2018,1355,47.965,-52.815,R/V,MED,GEN,GTJZ
2018,20208,4/22/2018,1355,47.952,-52.607,R/V,MED,GEN,GTJZ
2018,20503,4/22/2018,1507,50.945,-57.057,VIS,SM,NTB,2001
2018,20241,4/22/2018,1509,51.010,-57.077,VIS,SM,NTB,2001
2018,20504,4/22/2018,1512,51.388,-57.553,VIS,VLG,NTB,2001
2018,20505,4/22/2018,1513,51.080,-57.062,VIS,SM,NTB,2001
2018,20243,4/22/2018,1515,51.535,-56.520,R/V,LG,NTB,2001
2018,20300,4/22/2018,1516,51.373,-57.085,VIS,GR,NTB,2001
2018,20184,4/22/2018,1523,51.617,-56.242,RAD,GEN,GEN,2001
2018,20185,4/22/2018,1524,51.630,-56.293,RAD,GEN,GEN,2001
2018,20189,4/22/2018,1528,51.587,-56.005,VIS,LG,NTB,2001
2018,20320,4/22/2018,1528,51.707,-56.125,VIS,GR,NTB,2001
2018,20239,4/22/2018,1530,51.683,-55.870,VIS,MED,NTB,2001
2018,20238,4/22/2018,1534,52.043,-55.258,RAD,GEN,GEN,2001
2018,20506,4/22/2018,1534,51.882,-55.605,VIS,VLG,NTB,2001
2018,20155,4/22/2018,1535,51.885,-55.475,VIS,LG,NTB,2001
2018,20282,4/22/2018,1536,51.960,-55.495,VIS,LG,NTB,2001
2018,20302,4/22/2018,1536,51.780,-55.358,RAD,GEN,GEN,2001
2018,20249,4/22/2018,1538,51.938,-55.060,RAD,GEN,GEN,2001
2018,20507,4/22/2018,1539,52.192,-55.677,VIS,SM,NTB,2001
2018,20304,4/22/2018,1541,52.050,-55.310,VIS,LG,NTB,2001
2018,20452,4/22/2018,1541,52.250,-55.283,VIS,MED,NTB,2001
2018,20508,4/22/2018,1542,52.610,-54.900,RAD,GEN,GEN,2001
2018,20261,4/22/2018,1543,52.760,-55.235,RAD,GEN,GEN,2001
2018,20509,4/22/2018,1545,52.673,-54.812,RAD,GEN,GEN,2001
2018,20510,4/22/2018,1547,52.200,-54.748,VIS,SM,NTB,2001
2018,20511,4/22/2018,1549,52.198,-54.755,VIS,LG,NTB,2001
2018,20512,4/22/2018,1550,52.030,-54.702,VIS,GR,NTB,2001
2018,20513,4/22/2018,1553,51.912,-54.243,RAD,GEN,GEN,2001
2018,20514,4/22/2018,1554,51.867,-54.938,VIS,SM,NTB,2001
2018,20515,4/22/2018,1558,51.458,-54.803,RAD,GEN,GEN,2001
2018,20230,4/22/2018,1559,51.593,-54.917,VIS,LG,NTB,2001
2018,20228,4/22/2018,1601,51.510,-55.013,VIS,MED,NTB,2001
2018,20516,4/22/2018,1601,51.293,-57.623,RAD,GEN,GEN,2001
2018,20517,4/22/2018,1602,51.525,-55.330,VIS,SM,NTB,2001
2018,20456,4/22/2018,1603,51.380,-55.117,VIS,LG,NTB,2001
2018,20064,4/22/2018,1603,50.908,-55.082,RAD,GEN,GEN,2001
2018,20240,4/22/2018,1604,51.457,-55.413,VIS,MED,NTB,2001
2018,20518,4/22/2018,1605,51.183,-54.582,RAD,GEN,GEN,2001
2018,20157,4/22/2018,1606,51.378,-55.143,VIS,MED,NTB,2001
2018,20488,4/22/2018,1606,51.522,-54.978,RAD,GEN,GEN,2001
2018,20489,4/22/2018,1606,51.525,-54.957,RAD,GEN,GEN,2001
2018,20490,4/22/2018,1606,51.529,-54.980,RAD,GEN,GEN,2001
2018,20262,4/22/2018,1607,51.252,-55.242,VIS,SM,NTB,2001
2018,20066,4/22/2018,1608,51.022,-55.470,RAD,GEN,GEN,2001
2018,20519,4/22/2018,1608,51.203,-55.163,VIS,SM,NTB,2001
2018,20520,4/22/2018,1610,51.500,-54.488,RAD,GEN,GEN,2001
2018,20484,4/22/2018,1612,51.208,-54.325,RAD,GEN,GEN,2001
2018,20521,4/22/2018,1612,51.002,-54.962,VIS,MED,NTB,2001
2018,20522,4/22/2018,1613,50.955,-54.887,VIS,SM,NTB,2001
2018,20106,4/22/2018,1615,50.707,-55.003,RAD,GEN,GEN,2001
2018,20486,4/22/2018,1618,50.927,-53.513,RAD,GEN,GEN,2001
2018,20455,4/22/2018,1618,50.972,-53.632,RAD,GEN,GEN,2001
2018,20523,4/22/2018,1618,50.722,-54.490,VIS,SM,NTB,2001
2018,20524,4/22/2018,1619,50.675,-54.382,VIS,SM,NTB,2001
2018,20271,4/22/2018,1624,50.503,-53.995,VIS,SM,NTB,2001
2018,20354,4/22/2018,1630,47.897,-50.673,R/V,SM,DOM,GTJZ
2018,20341,4/22/2018,1636,48.327,-51.110,R/V,SM,DD,GTJZ
2018,20525,4/22/2018,1715,49.672,-51.512,RAD,GEN,GEN,2001
2018,20291,4/22/2018,1721,49.747,-51.818,VIS,SM,NTB,2001
2018,20526,4/22/2018,1724,49.720,-52.048,VIS,SM,NTB,2001
2018,20527,4/22/2018,1724,49.782,-52.067,VIS,SM,NTB,2001
2018,20528,4/22/2018,1724,49.883,-52.003,VIS,SM,NTB,2001
2018,20529,4/22/2018,1724,49.785,-52.800,RAD,GEN,GEN,2001
2018,20530,4/22/2018,1725,49.732,-52.142,VIS,SM,NTB,2001
2018,20531,4/22/2018,1727,49.797,-52.273,VIS,SM,NTB,2001
2018,20532,4/22/2018,1727,49.777,-52.195,RAD,GEN,GEN,2001
2018,20533,4/22/2018,1730,49.822,-52.418,VIS,GR,NTB,2001
2018,20471,4/22/2018,1731,49.912,-52.427,VIS,SM,NTB,2001
2018,20534,4/22/2018,1733,49.833,-53.117,RAD,GEN,GEN,2001
2018,20535,4/22/2018,1740,49.833,-53.117,VIS,MED,TAB,2001
2018,20536,4/22/2018,1742,49.892,-53.375,VIS,LG,NTB,2001
2018,20537,4/22/2018,1745,49.807,-53.142,VIS,SM,NTB,2001
2018,20458,4/22/2018,1746,47.367,-47.535,R/V,BB,GEN,GTJZ
2018,20556,4/22/2018,1746,47.693,-46.982,R/V,SM,GEN,GTJZ
2018,20538,4/22/2018,1747,49.890,-53.202,RAD,GEN,GEN,2001
2018,20479,4/22/2018,1748,49.912,-53.317,VIS,SM,NTB,2001
2018,20539,4/22/2018,1748,49.937,-53.248,R/V,GEN,GEN,2001
2018,20540,4/22/2018,1749,50.083,-53.283,R/V,VLG,NTB,2001
2018,20480,4/22/2018,1757,49.988,-53.758,VIS,SM,NTB,2001
2018,20541,4/22/2018,1759,49.925,-53.692,VIS,MED,TAB,2001
2018,51,4/22/2018,1801,49.795,-54.030,VIS,SM,NTB,2001
2018,20056,4/22/2018,1802,49.765,-54.243,VIS,LG,NTB,2001
2018,20153,4/22/2018,1802,49.778,-54.033,VIS,SM,NTB,2001
2018,20322,4/22/2018,1803,49.785,-54.158,VIS,MED,NTB,2001
2018,20542,4/22/2018,1803,49.665,-53.718,VIS,LG,TAB,2001
2018,20203,4/22/2018,1804,49.633,-54.062,VIS,SM,NTB,2001
2018,20543,4/22/2018,1807,49.573,-53.670,VIS,SM,NTB,2001
2018,20151,4/22/2018,1808,49.528,-53.577,RAD,GEN,GEN,2001
2018,20279,4/22/2018,1808,49.423,-53.667,VIS,MED,NTB,2001
2018,20544,4/22/2018,1808,49.567,-53.597,VIS,SM,NTB,2001
2018,20545,4/22/2018,1808,49.433,-53.608,VIS,SM,NTB,2001
2018,20546,4/22/2018,1813,49.468,-52.868,RAD,GEN,GEN,2001
2018,20250,4/22/2018,1814,49.637,-52.997,VIS,SM,NTB,2001
2018,20280,4/22/2018,1814,49.624,-52.942,VIS,SM,NTB,2001
2018,20547,4/22/2018,1814,49.470,-52.870,RAD,GEN,GEN,2001
2018,20060,4/22/2018,1815,49.490,-52.887,VIS,SM,NTB,2001
2018,20548,4/22/2018,1816,49.610,-52.743,VIS,MED,NTB,2001
2018,20549,4/22/2018,1817,49.443,-52.518,RAD,GEN,GEN,2001
2018,20491,4/22/2018,1818,49.451,-52.956,R/V,SM,NTB,2001
2018,20492,4/22/2018,1818,49.464,-52.991,R/V,SM,NTB,2001
2018,20493,4/22/2018,1818,49.432,-52.987,R/V,GR,NTB,2001
2018,20494,4/22/2018,1818,49.457,-52.961,R/V,GR,NTB,2001
2018,20550,4/22/2018,1819,49.448,-52.510,VIS,MED,NTB,2001
2018,20495,4/22/2018,1820,49.440,-52.371,VIS,SM,NTB,2001
2018,20496,4/22/2018,1820,49.395,-52.421,VIS,SM,NTB,2001
2018,20497,4/22/2018,1820,49.442,-52.327,VIS,SM,NTB,2001
2018,20498,4/22/2018,1820,49.459,-52.369,VIS,SM,NTB,2001
2018,20499,4/22/2018,1820,49.433,-52.408,VIS,SM,NTB,2001
2018,20500,4/22/2018,1820,49.431,-52.382,VIS,SM,NTB,2001
2018,20501,4/22/2018,1820,49.399,-52.361,VIS,SM,NTB,2001
2018,20502,4/22/2018,1820,49.419,-52.410,VIS,SM,NTB,2001
2018,20551,4/22/2018,1823,49.477,-51.810,RAD,GEN,GEN,2001
2018,20552,4/22/2018,1825,49.508,-51.863,VIS,MED,NTB,2001
2018,20553,4/22/2018,1825,49.462,-51.817,RAD,GEN,GEN,2001
2018,20344,4/22/2018,1834,48.143,-49.310,VIS,SM,DD,GTJZ
2018,20245,4/22/2018,1835,48.850,-50.800,R/V,MED,NTB,2001
2018,20324,4/22/2018,1838,48.677,-51.253,RAD,GEN,GEN,2001
2018,20254,4/22/2018,1840,48.815,-51.133,R/V,SM,NTB,2001
2018,20353,4/22/2018,1843,48.463,-51.478,RAD,GEN,GEN,2001
2018,20061,4/22/2018,1847,48.930,-51.693,VIS,SM,NTB,2001
2018,20054,4/22/2018,1847,48.403,-52.050,RAD,GEN,GEN,2001
2018,20289,4/22/2018,1853,49.042,-52.155,VIS,SM,NTB,2001
2018,20258,4/22/2018,1904,48.423,-49.382,R/V,BB,GEN,GTJZ
2018,20204,4/22/2018,1906,49.270,-53.348,VIS,SM,NTB,2001
2018,20330,4/22/2018,1915,48.560,-52.933,VIS,MED,NTB,2001
2018,20194,4/22/2018,1918,48.458,-52.913,RAD,GEN,GEN,2001
2018,20334,4/22/2018,1920,48.252,-51.918,RAD,MED,NTB,2001
2018,20214,4/22/2018,1921,48.262,-51.995,RAD,SM,NTB,2001
2018,20362,4/22/2018,1923,48.258,-52.055,VIS,MED,NTB,2001
2018,20328,4/22/2018,1925,48.462,-51.467,R/V,MED,NTB,2001
2018,20006,4/22/2018,1930,48.305,-51.045,RAD,GEN,GEN,2001
2018,20472,4/22/2018,1942,48.228,-51.433,VIS,SM,NTB,2001
2018,20323,4/22/2018,1947,48.205,-51.973,R/V,SM,NTB,2001
2018,20460,4/22/2018,1948,48.252,-52.078,R/V,SM,NTB,2001
2018,20466,4/22/2018,1948,48.010,-52.183,VIS,SM,NTB,2001
2018,20355,4/22/2018,1949,48.178,-52.183,R/V,MED,NTB,2001
2018,20040,4/22/2018,1949,48.013,-52.217,VIS,MED,NTB,2001
2018,20252,4/22/2018,1950,48.237,-52.243,VIS,GR,NTB,2001
2018,20278,4/22/2018,1950,48.108,-52.302,VIS,MED,NTB,2001
2018,20125,4/22/2018,1951,47.887,-52.438,VIS,LG,NTB,2001
2018,20260,4/22/2018,1952,48.838,-50.763,VIS,SM,DOM,GTJZ
2018,20325,4/22/2018,1956,48.490,-50.782,R/V,SM,DOM,GTJZ
2018,20208,4/22/2018,1958,47.893,-52.565,R/V,VLG,NTB,2001
2018,20275,4/22/2018,1959,48.025,-52.258,RAD,GEN,GEN,2001
2018,20554,4/22/2018,2001,47.888,-52.967,R/V,VLG,NTB,2001
2018,20473,4/22/2018,2003,47.907,-52.207,VIS,MED,NTB,2001
2018,20555,4/22/2018,2003,47.907,-52.210,VIS,LG,NTB,2001
2018,20065,4/23/2018,0931,50.045,-50.183,SAT-HIGH,SM,GEN,SNL1
2018,20530,4/23/2018,0931,49.585,-51.963,SAT-HIGH,MED,GEN,SNL1
2018,20526,4/23/2018,0931,49.623,-51.803,SAT-HIGH,SM,GEN,SNL1
2018,20255,4/23/2018,0931,48.433,-51.605,SAT-HIGH,GEN,GEN,SNL1
2018,20353,4/23/2018,0931,48.465,-51.500,SAT-HIGH,SM,GEN,SNL1
2018,20557,4/23/2018,0931,49.700,-51.443,SAT-HIGH,MED,GEN,SNL1
2018,20558,4/23/2018,0931,49.567,-52.002,SAT-HIGH,SM,GEN,SNL1
2018,20559,4/23/2018,0931,49.343,-51.957,SAT-HIGH,SM,GEN,SNL1
2018,20560,4/23/2018,0931,49.392,-51.908,SAT-HIGH,SM,GEN,SNL1
2018,20561,4/23/2018,0931,49.188,-51.528,SAT-HIGH,GEN,GEN,SNL1
2018,20562,4/23/2018,0931,48.793,-51.387,SAT-HIGH,GEN,GEN,SNL1
2018,20563,4/23/2018,1359,47.508,-46.682,R/V,GR,GEN,GPGR
2018,20478,4/23/2018,1425,47.178,-47.312,R/V,SM,GEN,GPGR
2018,20508,4/23/2018,1442,52.395,-54.847,VIS,SM,NTB,2001
2018,20564,4/23/2018,1442,52.446,-54.968,VIS,SM,NTB,2001
2018,20565,4/23/2018,1442,52.442,-54.871,VIS,SM,NTB,2001
2018,20054,4/23/2018,1443,48.320,-52.045,R/V,SM,GEN,GPGR
2018,20338,4/23/2018,1443,47.960,-49.182,R/V,GEN,GEN,GPGR
2018,20509,4/23/2018,1443,52.507,-54.913,VIS,SM,NTB,2001
2018,20566,4/23/2018,1449,52.771,-55.025,VIS,SM,NTB,2001
2018,20567,4/23/2018,1449,52.836,-55.057,VIS,SM,NTB,2001
2018,20568,4/23/2018,1449,52.812,-55.019,VIS,SM,NTB,2001
2018,20569,4/23/2018,1449,52.761,-55.096,VIS,GR,NTB,2001
2018,20570,4/23/2018,1449,52.805,-55.094,VIS,GR,NTB,2001
2018,20668,4/23/2018,1451,53.000,-54.240,VIS,VLG,TAB,2001
2018,20669,4/23/2018,1452,53.065,-54.202,VIS,VLG,TAB,2001
2018,20441,4/23/2018,1453,52.985,-55.162,VIS,LG,NTB,2001
2018,20670,4/23/2018,1453,53.093,-54.210,VIS,VLG,NTB,2001
2018,20671,4/23/2018,1454,53.125,-54.273,VIS,VLG,TAB,2001
2018,20316,4/23/2018,1456,53.175,-54.265,R/V,GEN,GEN,2001
2018,53,4/23/2018,1456,53.213,-54.833,VIS,GR,NTB,2001
2018,20306,4/23/2018,1502,53.523,-54.852,VIS,SM,TAB,2001
2018,20114,4/23/2018,1504,53.623,-54.895,VIS,SM,TAB,2001
2018,20433,4/23/2018,1505,53.670,-54.880,VIS,SM,TAB,2001
2018,20310,4/23/2018,1506,53.732,-54.670,VIS,MED,TAB,2001
2018,20434,4/23/2018,1507,53.778,-54.855,VIS,SM,NTB,2001
2018,20313,4/23/2018,1513,54.035,-55.477,VIS,MED,NTB,2001
2018,20403,4/23/2018,1528,54.552,-56.740,RAD,GEN,GEN,2001
2018,20672,4/23/2018,1604,56.533,-58.750,R/V,VLG,NTB,2001
2018,20673,4/23/2018,1605,56.350,-59.067,R/V,VLG,NTB,2001
2018,20674,4/23/2018,1607,56.297,-59.117,R/V,VLG,NTB,2001
2018,20675,4/23/2018,1633,57.513,-60.020,RAD,GEN,GEN,2001
2018,20676,4/23/2018,1644,58.040,-59.817,VIS,VLG,NTB,2001
2018,20677,4/23/2018,1645,58.423,-60.075,RAD,GEN,GEN,2001
2018,20678,4/23/2018,1649,58.497,-60.432,RAD,GEN,GEN,2001
2018,20571,4/23/2018,1654,59.117,-60.614,RAD,GEN,GEN,2001
2018,20572,4/23/2018,1654,59.133,-60.574,RAD,GEN,GEN,2001
2018,20573,4/23/2018,1654,59.139,-60.592,RAD,GEN,GEN,2001
2018,20679,4/23/2018,1702,58.787,-60.755,VIS,VLG,NTB,2001
2018,20574,4/23/2018,1704,58.815,-60.877,RAD,GEN,GEN,2001
2018,20575,4/23/2018,1704,58.814,-60.866,RAD,GEN,GEN,2001
2018,20576,4/23/2018,1704,58.803,-60.857,RAD,GEN,GEN,2001
2018,20577,4/23/2018,1704,58.810,-60.878,RAD,GEN,GEN,2001
2018,20578,4/23/2018,1704,58.821,-60.895,RAD,GEN,GEN,2001
2018,20680,4/23/2018,1704,58.840,-60.807,VIS,VLG,DOM,2001
2018,20681,4/23/2018,1706,59.020,-60.690,VIS,MED,NTB,2001
2018,20682,4/23/2018,1724,59.302,-61.600,VIS,VLG,NTB,2001
2018,20683,4/23/2018,1729,59.302,-62.070,VIS,VLG,NTB,2001
2018,20684,4/23/2018,1751,58.348,-62.317,VIS,VLG,NTB,2001
2018,20579,4/23/2018,1753,58.361,-62.107,VIS,VLG,NTB,2001
2018,20580,4/23/2018,1753,58.362,-62.070,VIS,VLG,NTB,2001
2018,20581,4/23/2018,1753,58.358,-62.096,VIS,LG,NTB,2001
2018,20685,4/23/2018,1755,58.257,-61.885,VIS,MED,TAB,2001
2018,20686,4/23/2018,1755,58.258,-62.038,RAD,GEN,GEN,2001
2018,20687,4/23/2018,1758,58.332,-60.895,VIS,LG,TAB,2001
2018,20688,4/23/2018,1758,58.243,-61.060,VIS,MED,TAB,2001
2018,20689,4/23/2018,1759,58.102,-61.718,R/V,VLG,TAB,2001
2018,20690,4/23/2018,1800,57.975,-61.722,R/V,VLG,TAB,2001
2018,20691,4/23/2018,1800,57.992,-61.527,R/V,SM,NTB,2001
